,Flag Tsunami,Year,Focal Depth,EQ Primary,Intensity,Country,Region code,Coordinates,Earthquake : Damage Description
1662,1,1970,40.0,7.3,6.0,PHILIPPINES,170.0,"15.78,121.71",MODERATE (~$1 to $5 million)
1665,0,1971,135.0,6.3,7.0,PERU,160.0,"-2.7,-77.4",MODERATE (~$1 to $5 million)
1666,0,1972,21.0,4.5,,IRAN,140.0,"29.7,50.9",SEVERE (~>$5 to $24 million)
1667,0,1973,48.0,6.5,8.0,USA,150.0,"19.936,-155.098",SEVERE (~>$5 to $24 million)
1668,0,1974,24.0,5.0,,COLOMBIA,160.0,"6.89,-72.93",MODERATE (~$1 to $5 million)
1669,0,1974,11.0,7.1,,CHINA,30.0,"28.24,104.01",SEVERE (~>$5 to $24 million)
1670,1,1975,33.0,7.7,6.0,ATLANTIC OCEAN,70.0,"35.997,-17.649",LIMITED (roughly corresponding to less than $1 million)
1672,0,1980,11.0,5.9,7.0,USA,150.0,"37.855,-121.816",SEVERE (~>$5 to $24 million)
1673,0,1981,10.0,4.6,7.0,ITALY,130.0,"41.051,14.601",LIMITED (roughly corresponding to less than $1 million)
1674,0,1984,10.0,5.8,8.0,ITALY,130.0,"41.765,13.898",MODERATE (~$1 to $5 million)
1675,0,1984,33.0,5.1,6.0,USA,150.0,"42.375,-105.72",LIMITED (roughly corresponding to less than $1 million)
1676,0,1986,10.0,4.8,7.0,GREECE,130.0,"36.93,22.175",LIMITED (roughly corresponding to less than $1 million)
1677,0,1988,33.0,5.7,,IRAN,140.0,"30.89,50.194",MODERATE (~$1 to $5 million)
1678,0,1988,19.0,6.6,6.0,PHILIPPINES,170.0,"12.399,124.537",LIMITED (roughly corresponding to less than $1 million)
1680,0,1990,25.0,7.8,9.0,PHILIPPINES,170.0,"15.679,121.172",EXTREME (~$25 million or more)
1681,0,1991,12.0,6.2,7.0,USA,150.0,"40.235,-124.348",MODERATE (~$1 to $5 million)
1683,0,1994,9.0,5.9,,IRAN,140.0,"28.968,52.614",SEVERE (~>$5 to $24 million)
1684,1,1994,27.0,7.8,9.0,JAPAN,30.0,"40.525,143.419",EXTREME (~$25 million or more)
1686,0,1997,33.0,7.2,,MEXICO,150.0,"18.219,-102.756",MODERATE (~$1 to $5 million)
1687,0,1998,9.0,6.6,,IRAN,140.0,"30.154,57.605",SEVERE (~>$5 to $24 million)
1688,0,1999,10.0,4.8,7.0,SPAIN,130.0,"38.193,-1.566",EXTREME (~$25 million or more)
1689,0,1999,17.0,6.5,,TAIWAN,30.0,"23.738,121.158",LIMITED (roughly corresponding to less than $1 million)
1690,1,2000,10.0,6.1,,JAPAN,30.0,"34.319,139.26",LIMITED (roughly corresponding to less than $1 million)
1691,0,2000,17.0,6.5,,PANAMA,100.0,"7.042,-77.829",MODERATE (~$1 to $5 million)
1692,0,2001,62.0,5.0,,AFGHANISTAN,40.0,"35.169,69.389",LIMITED (roughly corresponding to less than $1 million)
1693,0,2002,10.0,4.2,,FRANCE,120.0,"47.832,-3.207",LIMITED (roughly corresponding to less than $1 million)
1694,0,2002,10.0,5.7,,GREECE,130.0,"37.747,21.087",MODERATE (~$1 to $5 million)
1695,0,2003,10.0,6.3,,GREECE,130.0,"39.16,20.605",MODERATE (~$1 to $5 million)
1696,1,2003,28.0,7.2,,NEW ZEALAND,170.0,"-45.104,167.144",LIMITED (roughly corresponding to less than $1 million)
1697,0,2004,29.0,6.1,,MEXICO,150.0,"17.488,-101.303",LIMITED (roughly corresponding to less than $1 million)
1698,0,2004,45.0,5.2,,TAIWAN,30.0,"24.081,121.611",LIMITED (roughly corresponding to less than $1 million)
1699,0,2005,35.0,5.1,,INDIA,60.0,"24.55,92.524",LIMITED (roughly corresponding to less than $1 million)
1700,0,2005,5.0,5.8,,TURKEY,140.0,"39.354,40.89",SEVERE (~>$5 to $24 million)
1702,0,2005,10.0,4.5,,CHINA,30.0,"23.627,104.103",LIMITED (roughly corresponding to less than $1 million)
1703,0,2006,17.0,5.5,,INDONESIA,60.0,"-5.575,105.395",LIMITED (roughly corresponding to less than $1 million)
1704,0,2006,10.0,4.1,,TURKEY,140.0,"37.605,43.787",LIMITED (roughly corresponding to less than $1 million)
1705,1,2006,39.0,6.7,8.0,USA,150.0,"19.878,-155.935",EXTREME (~$25 million or more)
1706,0,2007,50.0,4.5,,ECUADOR,160.0,"-3.987,-79.836",LIMITED (roughly corresponding to less than $1 million)
1708,0,2009,15.0,6.3,,VANUATU,170.0,"-17.757,167.949",LIMITED (roughly corresponding to less than $1 million)
1709,0,2009,10.0,6.3,,VENEZUELA,160.0,"10.705,-67.92",LIMITED (roughly corresponding to less than $1 million)
1711,0,2010,36.0,4.5,,INDIA,60.0,"30.099,80.026",LIMITED (roughly corresponding to less than $1 million)
1712,0,2011,39.0,5.3,,CHINA,30.0,"25.075,98.721",MODERATE (~$1 to $5 million)
1713,0,2011,54.0,6.4,,MEXICO,150.0,"17.844,-99.963",MODERATE (~$1 to $5 million)
1714,0,2012,5.0,5.1,,ITALY,130.0,"44.831,11.49",LIMITED (roughly corresponding to less than $1 million)
1715,0,2013,10.0,5.1,,CHINA,40.0,"40.119,77.466",MODERATE (~$1 to $5 million)
1716,0,2013,8.0,6.0,,CHINA,30.0,"34.512,104.262",EXTREME (~$25 million or more)
1717,0,2013,40.0,6.6,7.0,GREECE,130.0,"35.514,23.252",LIMITED (roughly corresponding to less than $1 million)
1718,0,2015,17.0,5.1,5.0,PAKISTAN,60.0,"33.856,73.193",LIMITED (roughly corresponding to less than $1 million)
1720,0,2016,3.0,5.0,6.0,USA,150.0,"35.988,-96.805",SEVERE (~>$5 to $24 million)
1721,0,2018,10.0,5.9,,INDONESIA,60.0,"-8.394,116.208",MODERATE (~$1 to $5 million)
1722,1,2018,10.0,7.5,8.0,INDONESIA,170.0,"-0.178,119.84",EXTREME (~$25 million or more)
1723,0,2018,10.0,5.1,,ITALY,130.0,"37.555,15.166",EXTREME (~$25 million or more)
1725,1,2019,10.0,7.6,,PAPUA NEW GUINEA,170.0,"-4.051,152.597",LIMITED (roughly corresponding to less than $1 million)
1726,0,2019,24.0,5.6,,PHILIPPINES,170.0,"6.802,125.169",LIMITED (roughly corresponding to less than $1 million)
1727,0,2019,14.0,6.4,7.0,PHILIPPINES,170.0,"6.712,125.005",SEVERE (~>$5 to $24 million)
1728,1,2020,10.0,6.4,8.0,USA TERRITORY,90.0,"17.916,-66.813",EXTREME (~$25 million or more)
1729,0,2020,10.0,5.3,,CHINA,30.0,"33.124,98.916",SEVERE (~>$5 to $24 million)
1730,0,2020,10.0,5.2,,CHINA,30.0,"27.296,103.281",MODERATE (~$1 to $5 million)
1731,0,2020,80.0,7.0,,PAPUA NEW GUINEA,170.0,"-7.843,147.766",LIMITED (roughly corresponding to less than $1 million)
1732,0,2020,10.0,4.8,,VIETNAM,30.0,"20.872,104.541",MODERATE (~$1 to $5 million)
1735,1,551,,7.1,9.0,GREECE,130.0,"38.4,22.3",EXTREME (~$25 million or more)
1736,0,600,,,7.0,CHINA,30.0,"34.3,108.9",MODERATE (~$1 to $5 million)
1737,0,743,20.0,5.5,7.0,RUSSIA,40.0,"42.1,48.2",LIMITED (roughly corresponding to less than $1 million)
1739,0,863,10.0,4.9,,TURKEY,140.0,"40.0,44.6",MODERATE (~$1 to $5 million)
1741,0,1088,10.0,5.3,,GEORGIA,40.0,"41.4,43.2",SEVERE (~>$5 to $24 million)
1742,0,1151,,6.2,9.0,SYRIA,140.0,"32.6,36.7",SEVERE (~>$5 to $24 million)
1743,0,1209,10.0,7.6,9.0,IRAN,140.0,"36.0,58.8",SEVERE (~>$5 to $24 million)
1745,0,1283,14.0,6.3,9.0,GEORGIA,40.0,"41.7,43.2",SEVERE (~>$5 to $24 million)
1746,0,1289,,,7.0,FRANCE,120.0,"48.6,7.8",MODERATE (~$1 to $5 million)
1747,0,1295,,,8.0,SWITZERLAND,120.0,"46.9,9.5",SEVERE (~>$5 to $24 million)
1749,0,1348,,,10.0,AUSTRIA,120.0,"46.4,13.5",EXTREME (~$25 million or more)
1751,0,1404,,,9.0,SYRIA,140.0,"36.1,37.1",SEVERE (~>$5 to $24 million)
1752,0,1445,,6.3,8.0,CHINA,30.0,"24.5,117.6",SEVERE (~>$5 to $24 million)
1755,0,1482,,7.5,10.0,TURKEY,140.0,"39.9,40.4",SEVERE (~>$5 to $24 million)
1757,1,1511,7.0,6.5,10.0,SLOVENIA,130.0,"46.2,13.433",SEVERE (~>$5 to $24 million)
1758,0,1512,,,7.0,SWITZERLAND,120.0,"46.4,9.0",SEVERE (~>$5 to $24 million)
1759,0,1520,,5.5,7.0,CHINA,30.0,"25.3,100.3",LIMITED (roughly corresponding to less than $1 million)
1762,0,1573,,6.8,9.0,CHINA,30.0,"34.4,104.0",SEVERE (~>$5 to $24 million)
1763,1,1586,,8.2,,JAPAN,30.0,"35.0,136.8",SEVERE (~>$5 to $24 million)
1764,0,1618,,6.5,8.0,CHINA,30.0,"37.0,111.9",SEVERE (~>$5 to $24 million)
1765,0,1620,,,9.0,PHILIPPINES,170.0,"10.8,122.5",SEVERE (~>$5 to $24 million)
1768,1,1638,,7.0,11.0,ITALY,130.0,"39.033,16.283",EXTREME (~$25 million or more)
1770,0,1679,,8.0,11.0,CHINA,30.0,"40.0,117.0",EXTREME (~$25 million or more)
1771,0,1683,,7.0,9.0,CHINA,30.0,"38.7,112.7",EXTREME (~$25 million or more)
1774,0,1713,,6.8,9.0,CHINA,30.0,"25.4,103.2",EXTREME (~$25 million or more)
1776,0,1725,,6.0,8.0,CHINA,30.0,"25.1,103.1",SEVERE (~>$5 to $24 million)
1779,0,1739,,,7.0,PERU,160.0,"-14.1,-73.2",SEVERE (~>$5 to $24 million)
1780,0,1761,,6.0,8.0,CHINA,30.0,"24.4,102.5",SEVERE (~>$5 to $24 million)
1781,1,1762,,,11.0,BANGLADESH,60.0,"22.0,92.0",SEVERE (~>$5 to $24 million)
1782,0,1769,,,5.0,SWITZERLAND,120.0,"46.9,9.5",SEVERE (~>$5 to $24 million)
1783,1,1770,10.0,,,HAITI,90.0,"18.5,-73.4",SEVERE (~>$5 to $24 million)
1787,1,1791,,6.5,,JAPAN,30.0,"34.5,135.4",LIMITED (roughly corresponding to less than $1 million)
1788,0,1819,,8.0,,CHILE,160.0,"-27.4,-70.3",MODERATE (~$1 to $5 million)
1789,0,1823,,,9.0,GREECE,130.0,"39.75,20.75",SEVERE (~>$5 to $24 million)
1793,0,1828,,,10.0,ITALY,130.0,"40.7,13.9",LIMITED (roughly corresponding to less than $1 million)
1794,0,1828,10.0,5.7,8.0,AZERBAIJAN,40.0,"40.7,48.4",SEVERE (~>$5 to $24 million)
1795,0,1839,,6.0,8.0,CHINA,30.0,"26.1,99.9",MODERATE (~$1 to $5 million)
1797,0,1844,,,8.0,USA TERRITORY,90.0,"18.3,-66.8",MODERATE (~$1 to $5 million)
1798,0,1845,7.0,4.9,7.0,SLOVENIA,130.0,"46.1,14.5",MODERATE (~$1 to $5 million)
1803,0,1856,,,10.0,PORTUGAL,130.0,"37.1,-8.0",MODERATE (~$1 to $5 million)
1804,0,1856,,,9.0,ITALY,130.0,"46.4,12.4",MODERATE (~$1 to $5 million)
1805,1,1856,,6.6,9.0,GREECE,130.0,"38.25,26.25",MODERATE (~$1 to $5 million)
1807,0,1863,,,8.0,FRANCE,120.0,"44.0,6.2",MODERATE (~$1 to $5 million)
1811,1,1868,,6.8,9.0,USA,150.0,"37.7,-122.1",LIMITED (roughly corresponding to less than $1 million)
1812,1,1870,,7.0,10.0,GREECE,130.0,"38.5,22.5",MODERATE (~$1 to $5 million)
1819,0,1893,,6.4,11.0,GREECE,130.0,"37.7,20.9",SEVERE (~>$5 to $24 million)
1821,1,1893,,7.5,11.0,ALBANIA,130.0,"40.2,19.7",SEVERE (~>$5 to $24 million)
1823,1,1896,,8.3,,JAPAN,30.0,"39.5,144.0",EXTREME (~$25 million or more)
1824,1,1897,33.0,8.6,7.0,PHILIPPINES,170.0,"6.0,122.0",LIMITED (roughly corresponding to less than $1 million)
1825,1,1898,,,8.0,GREECE,130.0,"37.75,21.0",LIMITED (roughly corresponding to less than $1 million)
1828,0,1902,9.0,6.4,9.0,UZBEKISTAN,40.0,"40.8,72.3",EXTREME (~$25 million or more)
1831,1,1905,15.0,7.1,11.0,ITALY,130.0,"38.67,16.07",EXTREME (~$25 million or more)
1833,1,1906,,7.2,,PAPUA NEW GUINEA,170.0,"-4.0,149.0",LIMITED (roughly corresponding to less than $1 million)
1835,1,1909,,7.8,,MEXICO,150.0,"16.8,-99.8",SEVERE (~>$5 to $24 million)
1837,0,1910,,6.8,,CHINA,30.0,"35.0,122.0",MODERATE (~$1 to $5 million)
1840,0,1910,,7.3,,ZAMBIA,10.0,"-8.0,31.0",MODERATE (~$1 to $5 million)
1841,0,1916,,,8.0,PHILIPPINES,170.0,"11.1,122.3",MODERATE (~$1 to $5 million)
1844,0,1917,40.0,7.3,8.0,COLOMBIA,160.0,"4.0,-74.0",LIMITED (roughly corresponding to less than $1 million)
1849,0,1926,135.0,7.0,,NICARAGUA,100.0,"12.3,-85.8",SEVERE (~>$5 to $24 million)
1850,1,1927,10.0,7.3,,JAPAN,30.0,"35.6,135.1",EXTREME (~$25 million or more)
1851,1,1927,10.0,6.9,,JAPAN,30.0,"37.9,142.0",LIMITED (roughly corresponding to less than $1 million)
1852,1,1928,35.0,7.7,,MEXICO,150.0,"16.028,-97.036",MODERATE (~$1 to $5 million)
1853,0,1930,,5.6,,SPAIN,130.0,"37.8,-4.5",MODERATE (~$1 to $5 million)
1854,0,1933,33.0,,9.0,ITALY,130.0,"42.0,14.2",MODERATE (~$1 to $5 million)
1855,0,1934,,6.0,8.0,CHINA,30.0,"23.7,102.7",MODERATE (~$1 to $5 million)
1857,0,1937,,7.0,9.0,CHINA,30.0,"35.4,115.1",EXTREME (~$25 million or more)
1858,0,1937,70.0,7.2,9.0,INDONESIA,60.0,"-9.4,110.2",SEVERE (~>$5 to $24 million)
1860,1,1939,35.0,7.7,,PAPUA NEW GUINEA,170.0,"-7.08,155.386",MODERATE (~$1 to $5 million)
1861,0,1940,19.0,6.0,,TURKEY,140.0,"41.7,43.8",MODERATE (~$1 to $5 million)
1862,0,1941,,7.0,9.0,CHINA,30.0,"23.6,99.4",MODERATE (~$1 to $5 million)
1863,0,1941,,7.0,8.0,CHINA,30.0,"22.7,99.9",LIMITED (roughly corresponding to less than $1 million)
1865,0,1944,,6.8,9.0,TURKEY,140.0,"39.4,26.7",EXTREME (~$25 million or more)
1866,0,1945,,,8.0,TURKEY,140.0,"38.0,28.9",MODERATE (~$1 to $5 million)
1868,0,1952,60.0,,10.0,CHINA,40.0,"30.5,91.5",MODERATE (~$1 to $5 million)
1869,0,1954,100.0,6.2,,MEXICO,150.0,"17.3,-92.6",SEVERE (~>$5 to $24 million)
1872,0,1957,,7.0,10.0,GREECE,130.0,"39.4,22.8",MODERATE (~$1 to $5 million)
1874,0,1957,,5.0,6.0,CHINA,30.0,"38.0,112.5",LIMITED (roughly corresponding to less than $1 million)
1876,0,1960,28.0,6.6,,CONGO,10.0,"-3.6,29.0",MODERATE (~$1 to $5 million)
1877,0,1963,40.0,7.2,,IRAN,140.0,"34.4,47.9",SEVERE (~>$5 to $24 million)
1878,0,1964,33.0,7.0,,TAIWAN,30.0,"23.2,120.6",SEVERE (~>$5 to $24 million)
1879,0,1966,,5.6,6.0,CHINA,30.0,"37.27,114.97",LIMITED (roughly corresponding to less than $1 million)
1880,0,1966,,6.4,9.0,CHINA,30.0,"27.5,100.1",SEVERE (~>$5 to $24 million)
1881,0,1967,35.0,7.5,10.0,MONGOLIA,40.0,"48.1,102.8",LIMITED (roughly corresponding to less than $1 million)
1883,0,1968,32.0,5.3,,IRAN,140.0,"29.8,51.2",SEVERE (~>$5 to $24 million)
1884,0,1968,24.0,5.0,8.0,ARMENIA,40.0,"39.1,46.2",SEVERE (~>$5 to $24 million)
1885,0,1968,15.0,6.5,,IRAN,140.0,"34.0,58.2",SEVERE (~>$5 to $24 million)
1886,0,1968,17.0,5.3,,MONTENEGRO,130.0,"42.1,19.3",EXTREME (~$25 million or more)
1887,1,1969,51.0,7.3,10.0,RUSSIA,50.0,"57.7,163.6",LIMITED (roughly corresponding to less than $1 million)
1888,1,1969,7.0,7.2,6.0,GUADELOUPE,90.0,"15.8,-59.7",LIMITED (roughly corresponding to less than $1 million)
1889,0,1970,17.0,5.7,,RUSSIA,40.0,"43.0,47.0",LIMITED (roughly corresponding to less than $1 million)
1890,0,1971,40.0,7.1,6.0,INDONESIA,60.0,"0.6,98.8",MODERATE (~$1 to $5 million)
1891,1,1971,115.0,7.0,7.0,PAPUA NEW GUINEA,170.0,"-6.5,146.6",LIMITED (roughly corresponding to less than $1 million)
1892,0,1972,4.0,4.4,,ITALY,130.0,"43.8,13.3",EXTREME (~$25 million or more)
1893,0,1973,8.0,5.7,7.0,USA,150.0,"34.1,-119.0",MODERATE (~$1 to $5 million)
1894,0,1974,98.0,6.3,,PERU,160.0,"-12.3,-76.35",SEVERE (~>$5 to $24 million)
1895,0,1975,27.0,6.1,,IRAN,140.0,"27.5,56.26",MODERATE (~$1 to $5 million)
1897,0,1977,33.0,5.2,6.0,INDONESIA,60.0,"-8.22,115.19",LIMITED (roughly corresponding to less than $1 million)
1899,1,1980,10.0,7.7,10.0,ALGERIA,15.0,"36.195,1.354",EXTREME (~$25 million or more)
1900,1,1981,33.0,6.7,8.0,GREECE,130.0,"38.222,22.934",EXTREME (~$25 million or more)
1902,0,1983,33.0,4.6,5.0,TURKMENISTAN,40.0,"39.042,48.714",MODERATE (~$1 to $5 million)
1903,0,1983,33.0,6.2,9.0,COSTA RICA,100.0,"9.652,-83.688",MODERATE (~$1 to $5 million)
1904,0,1983,12.0,6.9,,TURKEY,140.0,"40.33,42.187",EXTREME (~$25 million or more)
1905,0,1983,11.0,6.2,9.0,GUINEA,10.0,"11.866,-13.529",SEVERE (~>$5 to $24 million)
1906,0,1984,33.0,6.1,7.0,TAJIKISTAN,40.0,"39.155,71.328",MODERATE (~$1 to $5 million)
1907,1,1985,13.0,6.3,6.0,GUADELOUPE,90.0,"17.013,-62.448",LIMITED (roughly corresponding to less than $1 million)
1908,0,1985,5.0,5.8,8.0,CHINA,30.0,"25.926,102.871",MODERATE (~$1 to $5 million)
1909,0,1985,33.0,6.1,7.0,PHILIPPINES,170.0,"16.498,120.815",MODERATE (~$1 to $5 million)
1910,1,1986,19.0,8.0,6.0,USA,150.0,"51.52,-174.776",MODERATE (~$1 to $5 million)
1911,0,1986,5.0,4.8,4.0,SOUTH AFRICA,10.0,"-30.546,28.737",LIMITED (roughly corresponding to less than $1 million)
1912,0,1986,26.0,5.0,,IRAN,140.0,"29.985,51.623",MODERATE (~$1 to $5 million)
1913,1,1987,54.0,6.7,,JAPAN,30.0,"32.034,131.837",MODERATE (~$1 to $5 million)
1914,1,1987,10.0,7.9,6.0,USA,150.0,"58.679,-142.786",LIMITED (roughly corresponding to less than $1 million)
1915,0,1988,51.0,5.7,,TAIWAN,30.0,"23.902,121.598",LIMITED (roughly corresponding to less than $1 million)
1916,0,1988,5.0,6.8,10.0,ARMENIA,40.0,"40.987,44.185",EXTREME (~$25 million or more)
1917,0,1989,42.0,4.7,,IRAN,140.0,"30.96,51.421",MODERATE (~$1 to $5 million)
1918,0,1990,15.0,7.1,,SUDAN,15.0,"5.121,32.145",LIMITED (roughly corresponding to less than $1 million)
1919,0,1991,142.0,6.4,7.0,AFGHANISTAN,40.0,"35.993,70.423",EXTREME (~$25 million or more)
1922,0,1994,5.0,4.6,5.0,USA,150.0,"40.33,-76.037",LIMITED (roughly corresponding to less than $1 million)
1923,0,1995,24.0,7.0,,ECUADOR,160.0,"-2.75,-77.881",LIMITED (roughly corresponding to less than $1 million)
1924,1,1996,33.0,8.2,,INDONESIA,170.0,"-0.891,136.952",MODERATE (~$1 to $5 million)
1925,0,1998,33.0,5.4,,IRAN,140.0,"27.791,53.608",MODERATE (~$1 to $5 million)
1926,0,1999,10.0,5.2,,TURKEY,140.0,"40.711,29.949",LIMITED (roughly corresponding to less than $1 million)
1927,0,1999,10.0,7.2,9.0,TURKEY,140.0,"40.758,31.161",EXTREME (~$25 million or more)
1928,0,1999,33.0,5.3,,IRAN,140.0,"36.92,54.9",LIMITED (roughly corresponding to less than $1 million)
1929,0,2000,10.0,6.8,6.0,RUSSIA,50.0,"48.786,142.246",LIMITED (roughly corresponding to less than $1 million)
1930,0,2001,33.0,5.5,,CHINA,30.0,"27.689,101.003",EXTREME (~$25 million or more)
1931,0,2001,33.0,7.6,,PERU,160.0,"-17.543,-72.077",MODERATE (~$1 to $5 million)
1932,0,2002,10.0,5.5,,TANZANIA,10.0,"-2.907,33.733",MODERATE (~$1 to $5 million)
1933,0,2003,33.0,6.8,6.0,CHILE,160.0,"-30.608,-71.637",LIMITED (roughly corresponding to less than $1 million)
1934,0,2003,10.0,5.8,,CHINA,30.0,"38.4,100.951",EXTREME (~$25 million or more)
1935,0,2004,66.0,5.4,,INDONESIA,60.0,"-1.549,100.54",LIMITED (roughly corresponding to less than $1 million)
1936,0,2004,10.0,4.6,,SAUDI ARABIA,140.0,"27.836,36.905",LIMITED (roughly corresponding to less than $1 million)
1937,0,2004,96.0,5.8,,ROMANIA,110.0,"45.787,26.622",LIMITED (roughly corresponding to less than $1 million)
1938,0,2004,15.0,7.2,,COLOMBIA,160.0,"4.695,-77.508",SEVERE (~>$5 to $24 million)
1939,0,2005,41.0,5.9,,TURKEY,140.0,"37.622,43.703",LIMITED (roughly corresponding to less than $1 million)
1940,0,2005,26.0,7.6,8.0,PAKISTAN,60.0,"34.539,73.588",EXTREME (~$25 million or more)
1941,0,2006,13.0,6.3,,INDONESIA,60.0,"-7.961,110.446",EXTREME (~$25 million or more)
1942,0,2006,5.0,4.3,,FRANCE,120.0,"45.84,-0.14",LIMITED (roughly corresponding to less than $1 million)
1943,0,2006,10.0,4.7,,FRANCE,120.0,"42.99,-0.05",LIMITED (roughly corresponding to less than $1 million)
1944,0,2006,10.0,4.6,,THAILAND,60.0,"18.901,98.916",LIMITED (roughly corresponding to less than $1 million)
1945,0,2007,23.0,4.7,,CHINA,30.0,"33.259,104.74",LIMITED (roughly corresponding to less than $1 million)
1946,1,2007,10.0,6.6,,JAPAN,30.0,"37.57,138.478",EXTREME (~$25 million or more)
1947,0,2007,26.0,6.8,,NEW ZEALAND,170.0,"-44.785,167.583",LIMITED (roughly corresponding to less than $1 million)
1948,1,2008,25.0,6.5,,INDONESIA,60.0,"-2.486,99.972",LIMITED (roughly corresponding to less than $1 million)
1949,0,2008,13.0,5.6,,COSTA RICA,100.0,"8.423,-82.968",LIMITED (roughly corresponding to less than $1 million)
1950,0,2008,12.0,6.7,8.0,CHINA,40.0,"30.901,83.52",MODERATE (~$1 to $5 million)
1951,0,2008,25.0,5.4,,INDONESIA,60.0,"-3.935,103.058",MODERATE (~$1 to $5 million)
1952,0,2008,32.0,6.1,,PANAMA,100.0,"8.267,-82.967",LIMITED (roughly corresponding to less than $1 million)
1953,0,2009,10.0,4.1,,INDIA,60.0,"22.399,85.903",LIMITED (roughly corresponding to less than $1 million)
1954,0,2009,26.0,5.3,,BHUTAN,60.0,"27.262,91.417",MODERATE (~$1 to $5 million)
1957,0,2010,12.0,6.1,,TURKEY,140.0,"38.864,39.986",MODERATE (~$1 to $5 million)
1958,0,2010,13.0,5.6,,AFGHANISTAN,40.0,"35.633,67.658",EXTREME (~$25 million or more)
1959,0,2010,38.0,7.2,,INDONESIA,60.0,"3.748,96.018",LIMITED (roughly corresponding to less than $1 million)
1960,0,2010,6.0,5.0,7.0,NEW ZEALAND,170.0,"-43.598,172.69",LIMITED (roughly corresponding to less than $1 million)
1961,0,2011,43.0,5.1,,EL SALVADOR,100.0,"13.297,-87.898",LIMITED (roughly corresponding to less than $1 million)
1962,0,2012,41.0,7.2,,CHILE,160.0,"-35.2,-72.217",LIMITED (roughly corresponding to less than $1 million)
1963,0,2012,50.0,5.8,,INDONESIA,60.0,"-7.692,106.371",LIMITED (roughly corresponding to less than $1 million)
1964,0,2013,15.0,5.7,,INDIA,60.0,"33.061,75.863",SEVERE (~>$5 to $24 million)
1965,0,2014,25.0,5.4,,CHINA,30.0,"28.174,103.619",MODERATE (~$1 to $5 million)
1966,0,2016,10.0,6.2,6.0,PERU,160.0,"-15.44,-70.93",LIMITED (roughly corresponding to less than $1 million)
1967,0,2017,93.0,6.9,8.0,GUATEMALA,100.0,"14.909,-92.009",SEVERE (~>$5 to $24 million)
1968,1,2018,10.0,7.5,,HONDURAS,90.0,"17.474,-83.519",LIMITED (roughly corresponding to less than $1 million)
1969,0,2018,10.0,6.3,,IRAN,140.0,"34.304,45.74",LIMITED (roughly corresponding to less than $1 million)
1970,0,2019,132.0,7.5,,ECUADOR,160.0,"-2.199,-77.023",MODERATE (~$1 to $5 million)
1973,0,29,,,10.0,TURKEY,140.0,"40.5,28.9",SEVERE (~>$5 to $24 million)
1975,0,89,,6.3,8.0,SOUTH KOREA,30.0,"35.9,126.5",MODERATE (~$1 to $5 million)
1976,0,342,,,10.0,ALBANIA,130.0,"41.3,19.5",MODERATE (~$1 to $5 million)
1977,0,440,,,7.0,TURKEY,140.0,"41.0,29.0",SEVERE (~>$5 to $24 million)
1978,0,500,20.0,6.7,8.0,KAZAKHSTAN,40.0,"42.7,76.5",SEVERE (~>$5 to $24 million)
1979,0,501,,6.3,8.0,NORTH KOREA,30.0,"39.0,125.3",MODERATE (~$1 to $5 million)
1980,0,510,,6.3,8.0,SOUTH KOREA,30.0,"35.5,129.1",MODERATE (~$1 to $5 million)
1982,0,713,,,7.0,TURKEY,140.0,"36.0,36.0",SEVERE (~>$5 to $24 million)
1984,0,1063,,,8.0,LEBANON,140.0,"34.3,35.5",SEVERE (~>$5 to $24 million)
1987,0,1169,,,10.0,SYRIA,140.0,"36.2,37.2",SEVERE (~>$5 to $24 million)
1988,0,1233,,5.6,,ITALY,130.0,"45.3,12.2",SEVERE (~>$5 to $24 million)
1992,0,1389,,7.6,,IRAN,140.0,"36.2,58.8",SEVERE (~>$5 to $24 million)
1995,1,1495,,7.1,,JAPAN,30.0,"35.1,139.5",LIMITED (roughly corresponding to less than $1 million)
1996,0,1536,,7.3,10.0,CHINA,30.0,"28.1,102.1",SEVERE (~>$5 to $24 million)
1998,1,1575,,8.5,10.0,CHILE,160.0,"-39.8,-73.2",SEVERE (~>$5 to $24 million)
2000,0,1600,20.0,8.1,10.0,PERU,160.0,"-16.6,-70.8",LIMITED (roughly corresponding to less than $1 million)
2001,0,1610,,,9.0,PHILIPPINES,170.0,"17.0,122.0",SEVERE (~>$5 to $24 million)
2002,0,1619,,,10.0,PHILIPPINES,170.0,"18.2,121.6",SEVERE (~>$5 to $24 million)
2003,0,1645,,,7.0,PHILIPPINES,170.0,"14.4,121.0",MODERATE (~$1 to $5 million)
2004,0,1657,,,8.0,FRANCE,120.0,"47.1,0.6",MODERATE (~$1 to $5 million)
2006,0,1678,,7.4,,JAPAN,30.0,"38.6,142.0",MODERATE (~$1 to $5 million)
2008,0,1713,,6.5,8.0,CHINA,30.0,"32.0,103.7",LIMITED (roughly corresponding to less than $1 million)
2012,1,1755,,8.5,11.0,PORTUGAL,130.0,"37.0,-10.0",EXTREME (~$25 million or more)
2014,0,1770,,5.5,7.0,CHINA,30.0,"24.6,99.9",LIMITED (roughly corresponding to less than $1 million)
2015,1,1787,,8.3,,MEXICO,150.0,"16.5,-98.5",SEVERE (~>$5 to $24 million)
2018,0,1797,,8.3,11.0,ECUADOR,160.0,"-1.64,-78.67",EXTREME (~$25 million or more)
